City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
235,Ugoofaaru,MV,5.6667,73.0,81.66,78,100,12.17,overcast clouds,2021-07-26 04:02:16
236,Meulaboh,ID,4.1363,96.1285,84.83,67,90,2.57,overcast clouds,2021-07-26 04:02:17
237,Bambous Virieux,MU,-20.3428,57.7575,70.21,73,40,11.5,scattered clouds,2021-07-26 04:02:17
238,Tartagal,AR,-22.5164,-63.8013,68.18,60,98,3.04,overcast clouds,2021-07-26 04:02:17
239,Safranbolu,TR,41.2508,32.6942,63.09,77,9,0.36,clear sky,2021-07-26 04:02:18
240,Ribeira Grande,PT,38.5167,-28.7,69.49,86,5,16.06,clear sky,2021-07-26 04:02:18
241,Huarmey,PE,-10.0681,-78.1522,64.36,88,3,11.12,clear sky,2021-07-26 04:02:19
242,Huntsville,US,34.7304,-86.5861,79.2,90,1,1.01,clear sky,2021-07-26 03:58:18
243,Roura,GF,4.7263,-52.3274,76.96,100,90,0.0,fog,2021-07-26 04:02:19
244,Waipawa,NZ,-41.4122,175.5153,54.23,90,99,11.97,overcast clouds,2021-07-26 04:02:19
245,Daru,PG,-9.0763,143.2092,77.81,78,100,11.81,overcast clouds,2021-07-26 04:02:20
246,Ystad,SE,55.4297,13.8204,68.74,92,98,7.9,overcast clouds,2021-07-26 04:02:20
247,Severodvinsk,RU,64.5635,39.8302,55.51,94,100,5.64,light rain,2021-07-26 04:02:20
248,Paramirim,BR,-13.4425,-42.2389,60.6,78,0,6.04,clear sky,2021-07-26 04:02:21
249,Kijang,KR,35.2442,129.2139,83.71,64,2,9.1,clear sky,2021-07-26 04:02:21
250,Brus Laguna,HN,15.75,-84.4833,74.82,91,47,0.89,scattered clouds,2021-07-26 04:02:21
251,Torbay,CA,47.6666,-52.7314,56.28,94,98,4.23,overcast clouds,2021-07-26 04:02:22
252,Glazov,RU,58.1394,52.6584,56.53,65,92,6.29,overcast clouds,2021-07-26 04:02:22
253,Kahului,US,20.8947,-156.47,83.46,88,36,10.0,scattered clouds,2021-07-26 04:01:02
254,Sivas,TR,39.7916,37.0019,59.32,82,0,2.84,clear sky,2021-07-26 03:59:16
255,Oussouye,SN,12.485,-16.5469,75.38,87,100,2.15,overcast clouds,2021-07-26 04:02:23
256,Mandalgovi,MN,45.7625,106.2708,66.18,60,100,8.32,overcast clouds,2021-07-26 04:02:23
257,Lavrentiya,RU,65.5833,-171.0,44.04,98,100,6.51,overcast clouds,2021-07-26 04:02:23
258,Vostok,RU,46.4856,135.8833,91.92,41,83,5.95,broken clouds,2021-07-26 04:02:24
259,Carutapera,BR,-1.195,-46.02,75.15,88,10,3.13,clear sky,2021-07-26 04:02:24
260,Prainha,BR,-1.8,-53.48,73.96,70,83,2.08,broken clouds,2021-07-26 04:02:24
261,Bintulu,MY,3.1667,113.0333,87.24,67,78,2.26,broken clouds,2021-07-26 04:02:25
262,Ravar,IR,31.2656,56.8055,87.15,12,0,12.59,clear sky,2021-07-26 04:02:25
263,Kaoma,ZM,-14.7833,24.8,44.29,73,0,7.49,clear sky,2021-07-26 04:02:25
264,Wajir,KE,1.7471,40.0573,69.78,68,7,14.0,clear sky,2021-07-26 04:02:26
265,Soria,ES,41.6667,-2.6667,57.0,84,74,3.24,broken clouds,2021-07-26 04:02:26
266,Te Anau,NZ,-45.4167,167.7167,46.18,94,100,3.02,overcast clouds,2021-07-26 04:01:45
267,Kutum,SD,14.2,24.6667,72.48,73,100,7.43,overcast clouds,2021-07-26 04:02:26
268,Vao,NC,-22.6667,167.4833,70.41,63,90,18.63,overcast clouds,2021-07-26 04:02:27
269,Kirakira,SB,-10.4544,161.9205,84.52,63,80,11.52,broken clouds,2021-07-26 04:02:27
270,Van Buren,US,35.4368,-94.3483,84.02,85,1,3.44,clear sky,2021-07-26 04:02:28
271,Roebourne,AU,-20.7833,117.1333,80.38,29,72,6.58,broken clouds,2021-07-26 04:02:28
272,Olafsvik,IS,64.8945,-23.7142,49.28,82,88,12.24,overcast clouds,2021-07-26 04:02:28
273,Tilichiki,RU,60.4667,166.1,56.16,91,100,7.92,overcast clouds,2021-07-26 04:02:29
274,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,66.18,47,20,5.77,few clouds,2021-07-26 04:02:29
275,Fort Nelson,CA,58.8053,-122.7002,62.13,63,39,2.68,scattered clouds,2021-07-26 04:00:50
276,Bograd,RU,54.2344,90.8328,71.35,63,84,4.29,light rain,2021-07-26 04:02:29
277,Gorgan,IR,36.8387,54.4348,82.31,76,90,4.36,overcast clouds,2021-07-26 04:02:30
278,Yar-Sale,RU,66.8333,70.8333,55.81,60,81,6.71,broken clouds,2021-07-26 04:02:30
279,Sojat,IN,25.9167,73.6667,85.1,71,98,12.93,overcast clouds,2021-07-26 04:02:30
280,Namibe,AO,-15.1961,12.1522,69.49,56,0,7.99,clear sky,2021-07-26 04:02:31
281,Ereymentau,KZ,51.6199,73.1033,65.68,54,0,15.01,clear sky,2021-07-26 04:02:31
282,Salalah,OM,17.0151,54.0924,77.27,92,100,14.14,overcast clouds,2021-07-26 04:00:54
283,Pittsburg,US,38.028,-121.8847,80.96,31,96,5.99,overcast clouds,2021-07-26 04:02:31
284,Tres Picos,MX,15.8667,-93.5333,78.19,87,25,3.96,scattered clouds,2021-07-26 04:02:32
285,Ambunti,PG,-4.2365,142.8448,92.16,49,41,1.5,scattered clouds,2021-07-26 04:02:32
286,Ngunguru,NZ,-35.6167,174.5,58.53,79,50,12.01,scattered clouds,2021-07-26 04:02:33
287,Mandan,US,46.8267,-100.8896,80.96,50,20,7.0,few clouds,2021-07-26 04:02:13
288,Dom Pedrito,BR,-30.9828,-54.6731,61.39,94,100,2.48,overcast clouds,2021-07-26 04:01:56
289,Vardo,NO,70.3705,31.1107,46.6,74,64,22.44,broken clouds,2021-07-26 04:02:33
290,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.38,79,0,14.76,clear sky,2021-07-26 04:02:34
291,Effium,NG,6.6292,8.0593,70.11,91,99,4.83,overcast clouds,2021-07-26 04:02:34
292,Chateaudun,FR,48.0833,1.3333,61.59,100,0,3.44,clear sky,2021-07-26 04:02:34
293,Provideniya,RU,64.3833,-173.3,50.11,81,90,11.18,overcast clouds,2021-07-26 04:02:35
294,Usak,TR,38.5,29.4167,63.45,61,0,6.15,clear sky,2021-07-26 04:02:35
295,Dingle,PH,10.9995,122.6711,88.65,61,98,16.6,overcast clouds,2021-07-26 04:02:35
296,Orange Cove,US,36.6244,-119.3137,92.86,30,1,3.44,clear sky,2021-07-26 04:02:36
297,Bagdarin,RU,54.4333,113.6,69.39,59,42,3.24,scattered clouds,2021-07-26 04:02:36
298,Shimanovsk,RU,52.0,127.7,75.88,57,100,1.9,overcast clouds,2021-07-26 04:02:36
299,Olavarria,AR,-36.8927,-60.3225,41.34,64,61,6.4,broken clouds,2021-07-26 04:02:37
300,Puerto Escondido,MX,15.85,-97.0667,80.08,85,62,4.97,broken clouds,2021-07-26 03:59:24
301,Sitka,US,57.0531,-135.33,53.37,92,100,0.76,overcast clouds,2021-07-26 04:02:37
302,Redding,US,40.5865,-122.3917,93.69,29,87,2.48,overcast clouds,2021-07-26 04:00:06
303,Vila Velha,BR,-20.3297,-40.2925,55.94,78,5,5.64,clear sky,2021-07-26 04:02:38
304,Sur,OM,22.5667,59.5289,91.94,53,96,9.55,overcast clouds,2021-07-26 04:02:38
305,Pyaozerskiy,RU,65.8333,31.1667,58.57,76,81,7.45,broken clouds,2021-07-26 04:02:38
306,Manuk Mangkaw,PH,4.8,119.85,83.66,77,72,13.71,broken clouds,2021-07-26 04:02:38
307,Coro,VE,11.4045,-69.6734,78.31,86,100,2.59,moderate rain,2021-07-26 04:02:39
308,Changji,CN,44.0167,87.3167,92.19,19,0,6.71,clear sky,2021-07-26 04:02:39
309,Red Wing,US,44.5625,-92.5338,80.33,70,1,1.99,clear sky,2021-07-26 04:02:39
310,Alekseyevka,RU,50.6309,38.6903,67.03,59,19,4.99,few clouds,2021-07-26 04:02:40
311,Kendari,ID,-3.945,122.4989,83.86,57,58,4.9,broken clouds,2021-07-26 04:02:40
312,Leningradskiy,RU,69.3833,178.4167,38.3,88,99,4.56,overcast clouds,2021-07-26 04:02:40
313,Castlemaine,AU,-37.0667,144.2167,55.27,94,100,12.8,overcast clouds,2021-07-26 04:00:51
314,Tasiilaq,GL,65.6145,-37.6368,41.16,83,23,3.36,few clouds,2021-07-26 04:02:41
315,Berezovyy,RU,51.6667,135.7,70.02,92,100,4.32,light rain,2021-07-26 04:02:41
316,Balkanabat,TM,39.5108,54.3671,85.5,63,3,6.15,clear sky,2021-07-26 04:02:42
317,Mackenzie,CA,55.2999,-123.1698,56.16,82,75,4.38,broken clouds,2021-07-26 04:02:42
318,Faanui,PF,-16.4833,-151.75,78.01,70,49,10.47,scattered clouds,2021-07-26 04:02:42
319,Gavle,SE,60.6745,17.1417,66.99,60,78,4.54,broken clouds,2021-07-26 04:02:43
320,Tutoia,BR,-2.7619,-42.2744,76.64,83,5,7.56,clear sky,2021-07-26 04:02:43
321,Port Hardy,CA,50.6996,-127.4199,59.61,93,100,7.78,overcast clouds,2021-07-26 04:02:01
322,Hulan Ergi,CN,47.2042,123.6333,68.65,95,100,6.73,light rain,2021-07-26 04:02:44
323,Uusikaupunki,FI,60.8004,21.4084,59.52,74,3,3.06,clear sky,2021-07-26 04:02:44
324,Estevan,CA,49.1334,-102.9842,67.21,38,0,10.04,clear sky,2021-07-26 04:02:44
325,Gorin,RU,51.1983,136.6669,82.98,58,100,1.32,light rain,2021-07-26 04:02:45
326,Nantucket,US,41.2835,-70.0995,73.99,92,90,12.66,overcast clouds,2021-07-26 04:02:45
327,Cockburn Town,TC,21.4612,-71.1419,82.26,83,71,18.88,broken clouds,2021-07-26 04:02:45
328,Manitowoc,US,44.0667,-87.8001,71.82,74,0,9.78,clear sky,2021-07-26 04:02:46
329,Chuy,UY,-33.6971,-53.4616,58.53,96,38,5.77,scattered clouds,2021-07-26 04:02:46
330,Eureka,US,40.8021,-124.1637,56.12,79,100,1.01,overcast clouds,2021-07-26 04:00:40
331,Phulabani,IN,20.4667,84.2333,82.83,68,94,12.68,overcast clouds,2021-07-26 04:02:46
332,Mineros,BO,-17.1167,-63.2333,73.04,51,0,6.4,clear sky,2021-07-26 04:02:47
333,Riyadh,SA,24.6877,46.7219,89.65,22,0,2.3,clear sky,2021-07-26 03:59:31
334,Mount Gambier,AU,-37.8333,140.7667,57.11,94,90,16.11,light rain,2021-07-26 04:02:47
335,Barcelos,PT,41.5388,-8.6151,63.91,93,4,3.56,clear sky,2021-07-26 04:02:48
336,Palu,ID,-0.8917,119.8707,91.24,50,17,2.93,few clouds,2021-07-26 04:02:48
337,Huaihua,CN,27.5494,109.9592,91.99,53,1,2.15,light rain,2021-07-26 04:02:48
338,Mattru,SL,7.6244,-11.8332,72.57,95,98,1.86,overcast clouds,2021-07-26 04:02:49
339,Warrnambool,AU,-38.3833,142.4833,58.8,84,99,19.84,overcast clouds,2021-07-26 04:02:49
340,Middelburg,ZA,-25.7751,29.4648,35.87,71,0,3.15,clear sky,2021-07-26 04:01:46
341,Belaya Gora,RU,68.5333,146.4167,63.18,31,8,9.93,clear sky,2021-07-26 04:02:49
342,Akyab,MM,20.15,92.9,80.04,92,100,24.14,light rain,2021-07-26 04:02:50
343,Alekseyevsk,RU,57.8406,108.3492,85.51,32,13,7.18,few clouds,2021-07-26 04:02:50
344,Yarmouth,US,41.7057,-70.2286,73.96,92,90,8.01,overcast clouds,2021-07-26 04:02:50
345,Koumac,NC,-20.5667,164.2833,74.03,61,17,16.91,few clouds,2021-07-26 04:02:51
346,Frolovo,RU,49.7713,43.6622,70.57,46,29,9.57,scattered clouds,2021-07-26 04:02:51
347,Biak,ID,-0.9131,122.8766,80.76,74,76,6.89,broken clouds,2021-07-26 04:02:51
348,Sokode,TG,8.9833,1.1333,67.66,95,74,1.99,broken clouds,2021-07-26 04:02:52
349,Chicama,PE,-7.8447,-79.1469,64.87,87,15,4.99,few clouds,2021-07-26 04:02:52
350,Conde,BR,-7.2597,-34.9075,72.23,88,58,10.11,broken clouds,2021-07-26 04:02:53
351,Axim,GH,4.8699,-2.2405,74.34,78,39,8.55,scattered clouds,2021-07-26 04:02:53
352,Prince Rupert,CA,54.3161,-130.3201,57.29,89,90,3.44,light rain,2021-07-26 03:58:41
353,San Luis Potosi,MX,22.5,-100.5,62.47,94,3,10.4,clear sky,2021-07-26 03:58:45
354,Rocha,UY,-34.4833,-54.3333,55.83,96,88,9.48,overcast clouds,2021-07-26 04:02:53
355,Atar,MR,20.5169,-13.0499,84.97,34,96,1.48,overcast clouds,2021-07-26 04:02:54
356,Fairbanks,US,64.8378,-147.7164,69.6,59,100,1.01,overcast clouds,2021-07-26 04:00:01
357,Bathsheba,BB,13.2167,-59.5167,80.71,83,100,12.35,overcast clouds,2021-07-26 04:02:54
358,Bondo,CD,3.8146,23.6866,69.22,96,100,2.37,overcast clouds,2021-07-26 04:02:54
359,Puteyets,RU,65.1716,57.091,47.41,83,97,6.11,overcast clouds,2021-07-26 04:02:55
360,Kaitangata,NZ,-46.2817,169.8464,48.02,94,100,3.44,overcast clouds,2021-07-26 04:02:55
361,Luanda,AO,-8.8368,13.2343,68.0,88,40,2.3,scattered clouds,2021-07-26 04:01:45
362,Ellisras,ZA,-23.6649,27.7443,41.72,85,0,5.17,clear sky,2021-07-26 04:02:56
363,Filingue,NE,14.3521,3.3168,82.87,64,100,15.1,overcast clouds,2021-07-26 04:02:56
364,Florida,US,28.7505,-82.5001,81.77,71,1,0.0,clear sky,2021-07-26 04:02:56
365,Rockland,US,41.1668,-74.0496,78.46,92,5,2.82,clear sky,2021-07-26 04:00:43
366,Lerwick,GB,60.1545,-1.1494,57.2,97,75,7.2,broken clouds,2021-07-26 04:02:57
367,Izhevskoye,RU,54.5567,40.8703,63.3,53,100,4.09,overcast clouds,2021-07-26 04:02:57
368,Harnosand,SE,62.6323,17.9379,61.0,70,10,3.0,clear sky,2021-07-26 04:02:57
369,Blagoveshchensk,RU,50.2667,127.5333,75.81,88,40,2.24,scattered clouds,2021-07-26 04:02:58
370,Brownwood,US,31.7093,-98.9912,87.3,38,1,12.48,clear sky,2021-07-26 04:02:58
371,Tovste,UA,48.8466,25.7262,64.11,79,9,4.92,clear sky,2021-07-26 04:02:58
372,Kuching,MY,1.55,110.3333,89.82,70,40,3.44,scattered clouds,2021-07-26 04:02:59
373,Tigil,RU,57.8,158.6667,71.4,72,88,11.41,overcast clouds,2021-07-26 04:02:59
374,Mathbaria,BD,22.2876,89.9593,89.33,67,100,7.11,overcast clouds,2021-07-26 04:02:59
375,Makinsk,KZ,52.6292,70.4169,53.31,55,2,11.77,clear sky,2021-07-26 04:03:00
376,Hamilton,US,39.1834,-84.5333,77.99,88,1,1.01,clear sky,2021-07-26 04:03:00
377,Djibo,BF,14.1022,-1.6306,83.16,61,79,13.51,broken clouds,2021-07-26 04:03:00
378,Shelburne,CA,44.0787,-80.2041,66.67,62,0,8.25,clear sky,2021-07-26 04:02:01
379,Yulara,AU,-25.2406,130.9889,72.84,19,3,8.81,clear sky,2021-07-26 04:01:17
380,Maceio,BR,-9.6658,-35.7353,71.04,100,40,1.14,scattered clouds,2021-07-26 03:59:08
381,Bustamante,MX,26.5333,-100.5,83.14,41,0,5.59,clear sky,2021-07-26 04:03:01
382,Saint-Francois,FR,46.4154,3.9054,62.47,89,75,3.44,broken clouds,2021-07-26 04:03:01
383,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,70.9,41,0,5.39,clear sky,2021-07-26 04:03:02
384,Inhambane,MZ,-23.865,35.3833,66.4,54,68,11.88,broken clouds,2021-07-26 04:03:02
385,Tilaran,CR,10.4703,-84.9671,69.08,93,100,5.1,overcast clouds,2021-07-26 04:03:03
386,Talaya,RU,61.3833,152.75,56.98,98,100,2.98,heavy intensity rain,2021-07-26 04:03:03
387,Tahoua,NE,14.8888,5.2692,77.0,74,100,9.93,overcast clouds,2021-07-26 04:03:04
388,Palana,RU,59.1167,159.9667,55.06,88,96,12.82,overcast clouds,2021-07-26 04:03:04
389,Pitelino,RU,54.5777,41.8145,62.38,56,85,3.76,overcast clouds,2021-07-26 04:03:04
390,Salinas,US,36.6777,-121.6555,68.56,82,97,1.92,overcast clouds,2021-07-26 04:00:12
391,Ola,RU,59.5833,151.2833,56.17,96,100,8.12,light rain,2021-07-26 04:03:05
392,Kasongo-Lunda,CD,-6.4667,16.8167,64.44,41,80,0.85,broken clouds,2021-07-26 04:03:05
393,Darab,IR,28.7519,54.5444,92.86,10,0,12.01,clear sky,2021-07-26 04:03:06
394,Temerloh,MY,3.4483,102.4176,91.24,53,52,2.33,broken clouds,2021-07-26 04:03:06
395,Roald,NO,62.5833,6.1333,63.34,100,90,8.05,fog,2021-07-26 04:03:06
396,Gat,IL,31.61,34.7642,79.48,80,33,3.6,scattered clouds,2021-07-26 04:03:07
397,San Vicente De Canete,PE,-13.0751,-76.3835,62.11,85,33,3.27,scattered clouds,2021-07-26 04:03:07
398,Poya,NC,-21.35,165.15,73.94,57,67,10.4,broken clouds,2021-07-26 04:03:07
399,Pacific Grove,US,36.6177,-121.9166,64.81,90,99,1.01,overcast clouds,2021-07-26 04:01:20
400,Outjo,NA,-20.1167,16.15,51.51,53,16,12.84,few clouds,2021-07-26 04:01:19
401,Macaubas,BR,-13.0194,-42.6986,60.71,69,0,4.36,clear sky,2021-07-26 04:03:09
402,Hasaki,JP,35.7333,140.8333,84.29,69,99,20.85,heavy intensity rain,2021-07-26 04:02:29
403,Ostrovnoy,RU,68.0531,39.5131,44.98,87,94,22.17,overcast clouds,2021-07-26 04:03:10
404,Turangi,NZ,-39.0,175.9333,47.8,99,100,6.51,overcast clouds,2021-07-26 04:03:10
405,Comarapa,BO,-17.9,-64.4833,48.11,93,26,2.71,scattered clouds,2021-07-26 04:03:11
406,Hakkari,TR,37.5833,44.1667,73.94,34,0,1.19,clear sky,2021-07-26 04:03:11
407,Srivardhan,IN,18.0333,73.0167,81.91,84,96,16.69,overcast clouds,2021-07-26 04:03:11
408,Malaga,ES,36.7202,-4.4203,79.74,53,0,21.0,clear sky,2021-07-26 04:03:12
409,Coahuayana,MX,18.7333,-103.6833,78.6,89,32,1.41,scattered clouds,2021-07-26 04:03:12
410,Port Augusta,AU,-32.5,137.7667,63.72,31,5,18.32,clear sky,2021-07-26 04:03:12
411,Sinnamary,GF,5.3833,-52.95,76.89,88,99,5.53,overcast clouds,2021-07-26 04:03:13
412,Makakilo City,US,21.3469,-158.0858,79.68,78,43,18.54,scattered clouds,2021-07-26 04:02:58
413,Rio Tuba,PH,8.5061,117.4317,86.23,73,57,15.14,broken clouds,2021-07-26 04:03:13
414,Namatanai,PG,-3.6667,152.4333,82.94,72,80,1.59,light rain,2021-07-26 04:03:14
415,Belur,IN,13.1667,75.8667,68.5,93,100,8.32,overcast clouds,2021-07-26 04:03:14
416,Ca Mau,VN,9.1769,105.15,90.43,55,46,10.09,scattered clouds,2021-07-26 04:03:15
417,Mount Isa,AU,-20.7333,139.5,74.97,17,65,8.05,broken clouds,2021-07-26 04:01:24
418,Berea,US,41.3662,-81.8543,73.22,86,86,2.89,overcast clouds,2021-07-26 04:00:26
419,Codrington,AU,-38.2667,141.9667,57.61,84,77,18.14,light rain,2021-07-26 04:03:15
420,Liberia,LR,6.5,-9.5,69.51,95,89,1.79,overcast clouds,2021-07-26 04:03:16
421,Saiki,JP,32.95,131.9,82.76,73,26,10.29,scattered clouds,2021-07-26 04:03:16
422,Bermeo,ES,43.4209,-2.7215,66.13,90,82,8.19,broken clouds,2021-07-26 04:03:16
423,Nortelandia,BR,-14.4547,-56.8028,71.64,49,7,4.41,clear sky,2021-07-26 04:03:16
424,Oranjemund,NA,-28.55,16.4333,63.54,31,100,13.71,overcast clouds,2021-07-26 04:03:17
425,Providencia,MX,28.7167,-111.5833,88.86,47,10,5.44,clear sky,2021-07-26 04:03:17
426,Ornskoldsvik,SE,63.2909,18.7153,59.95,94,77,3.44,broken clouds,2021-07-26 04:03:18
427,Moron,AR,-34.6534,-58.6198,52.99,96,0,4.36,clear sky,2021-07-26 04:03:18
428,Luderitz,NA,-26.6481,15.1594,65.77,31,79,13.18,broken clouds,2021-07-26 04:03:18
429,Kevelaer,DE,51.5833,6.25,64.96,96,0,1.99,clear sky,2021-07-26 04:03:19
430,Savannah Bight,HN,16.45,-85.85,82.0,75,20,7.67,few clouds,2021-07-26 04:03:19
431,Bellmead,US,31.594,-97.1089,84.79,70,1,3.44,clear sky,2021-07-26 04:03:19
432,Aberdeen,GB,57.1437,-2.0981,61.29,100,90,6.91,overcast clouds,2021-07-26 04:03:20
433,Dakoro,NE,14.5106,6.765,78.62,73,92,14.45,overcast clouds,2021-07-26 04:03:20
434,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.36,54,4,2.35,clear sky,2021-07-26 04:03:20
435,Marianske Lazne,CZ,49.9646,12.7012,62.64,83,37,2.82,scattered clouds,2021-07-26 04:03:20
436,Tuscaloosa,US,33.2098,-87.5692,80.17,88,1,3.44,clear sky,2021-07-26 04:03:21
437,Tiznit,MA,29.5833,-9.5,71.87,51,0,2.44,clear sky,2021-07-26 04:03:21
438,Baie-Comeau,CA,49.2168,-68.1489,66.09,100,90,3.44,mist,2021-07-26 04:03:21
439,Port Pirie,AU,-33.1833,138.0167,62.47,44,7,15.26,clear sky,2021-07-26 04:03:22
440,Green River,US,41.5286,-109.4662,80.19,24,2,1.99,clear sky,2021-07-26 04:03:22
441,Mataruska Banja,RS,43.6901,20.6109,62.98,88,0,0.0,clear sky,2021-07-26 04:03:23
442,Port Blair,IN,11.6667,92.75,84.36,78,83,20.94,broken clouds,2021-07-26 04:03:23
443,Naze,JP,28.3667,129.4833,76.03,93,100,17.38,overcast clouds,2021-07-26 04:03:23
444,Cabedelo,BR,-6.9811,-34.8339,75.24,83,59,13.73,broken clouds,2021-07-26 04:03:24
445,Port Hedland,AU,-20.3167,118.5667,80.65,22,88,8.05,overcast clouds,2021-07-26 04:03:24
446,Atlantic City,US,39.3643,-74.4229,79.05,89,90,5.75,overcast clouds,2021-07-26 04:03:24
447,Nizhniy Chir,RU,48.3597,43.0865,70.72,47,6,16.62,clear sky,2021-07-26 04:03:25
448,Ambon,ID,-3.6954,128.1814,87.94,66,40,4.61,scattered clouds,2021-07-26 03:59:59
449,Le Port,RE,-20.9373,55.2919,69.76,72,35,4.92,scattered clouds,2021-07-26 04:03:25
450,Kavaratti,IN,10.5669,72.642,81.5,79,100,20.18,overcast clouds,2021-07-26 04:03:26
451,Solnechnyy,RU,50.7214,136.6319,87.58,45,100,9.46,light rain,2021-07-26 04:03:26
452,Kastamonu,TR,41.5,33.6667,59.16,84,88,1.92,overcast clouds,2021-07-26 04:03:26
453,Filadelfia,US,39.9523,-75.1638,79.02,87,80,3.78,broken clouds,2021-07-26 04:02:13
454,Mombetsu,JP,44.3525,143.3525,78.44,69,13,6.53,few clouds,2021-07-26 04:03:27
455,Nicoya,CR,10.1483,-85.452,74.61,90,100,2.17,overcast clouds,2021-07-26 04:03:27
456,Sambava,MG,-14.2667,50.1667,66.76,81,38,12.28,scattered clouds,2021-07-26 04:03:27
457,Boca Do Acre,BR,-8.7522,-67.3978,76.87,62,75,2.13,broken clouds,2021-07-26 04:03:28
458,Ituporanga,BR,-27.4144,-49.6025,54.01,85,76,1.86,broken clouds,2021-07-26 04:03:28
459,Brae,GB,60.3964,-1.353,57.11,94,56,7.81,broken clouds,2021-07-26 04:03:28
460,Baherden,TM,38.4362,57.4316,92.59,40,0,10.83,clear sky,2021-07-26 04:03:29
461,Basco,PH,20.4487,121.9702,82.4,88,80,28.23,broken clouds,2021-07-26 04:03:29
462,Mahina,PF,-17.5065,-149.489,78.57,69,20,10.36,few clouds,2021-07-26 04:03:29
463,Eyl,SO,7.9803,49.8164,79.14,59,96,23.53,overcast clouds,2021-07-26 04:03:30
464,Tautira,PF,-17.7333,-149.15,78.82,72,4,5.88,clear sky,2021-07-26 04:03:30
465,Allanridge,ZA,-27.7543,26.6438,34.12,55,33,3.33,scattered clouds,2021-07-26 04:03:30
466,Pisco,PE,-13.7,-76.2167,61.02,86,1,3.47,clear sky,2021-07-26 04:03:31
467,Kisangani,CD,0.5167,25.2,71.62,84,96,1.92,light rain,2021-07-26 04:03:31
468,Comodoro Rivadavia,AR,-45.8667,-67.5,42.06,48,43,21.3,scattered clouds,2021-07-26 04:03:31
469,Olinda,BR,-8.0089,-34.8553,71.33,88,75,3.44,broken clouds,2021-07-26 04:03:32
